review;sentiment
Avere sempre la bici più vicina possibile alla colonnina di acquisizione, spesso viene assegnata (inspiegabilmente) quella più lontana.;-1
Trovo spesso posteggi pieni -;-1
"Aumentare le stazioni in zone \\""più periferiche\""\"" es. viale tibaldi, via spadolini""";0
DIREI DI METTERE UNA STAZIONE DI FRONTE ALLA STAZ. GARIBALDI;0
Aumentare le stazioni anche fuori dalla cerchia dei Navigli/coprire tutta la città. Migliorare la distribuzione delle bici (specialmente la sera alcune stazioni sono piene altre sempre vuote);0
stazioni anche in zone periferiche (parco trotter ad es), più manutenzione alle bici spesso difettose;-1
E' fondamentale che il livello di assistenza (freni gomme etcetcetc) migliori;0
Rendere possibile la scelta della bici, mettere una tettoia sulle bici;0
COPRIRE TUTTA LA CITTA', COME ACCADE NEI PAESI CIVILI. E' UNO SCHIFO CHE A LAMBRATE, PER ESEMPIO, NON CI SIA ANCORA UNA STAZIONE. E QUESTO VALE PER TUTTE LE PERIFERIE. PER IL MOMENTO E' UN SERVIZIO DA GAUCHE CAVIAR;-1
Servizio anche NOTTURNO! Pagherei di più per avere il servizio anche di notte! // E continuate ad estendere l'area del bikemi!;1
"Migliorare la manutenzione delle biciclette; aumentare il numero dellle stazioni e degli stalli per ogni stazione";0
Le bici cominciano a invecchiare ci vuole più manutenzione e mancano stalli periferici;-1
aumentare stazioni a città studi - maggior manutenzione alle bici, specie cambio!!;1
Le biciclette sono troppo pesanti e appena ci si allontana dal centro città non ci sono stalli bikemi.;-1
estendere la rete delle stazioni anche fuori dal centro;0
"A mio avviso le biciclette dovrebbero essere meno pesanti e più snelle; bisognerebbe sicuramente però trovare il metodo per verificare costantemente lo stato delle biciclette (1 volta su 2 vengono trovate con il cambio rotto o con le marce sfasate, a volte le ruote sono bucate, ecc..); purtroppo un'altro fatto importante è che a Milano praticamente non esistono piste ciclabili, ma effettivamente è un problema più complesso da risolvere. I problemi da risolvere devono focalizzarsi strettamente sulle biciclette, toglierei le marce (per me inutili) e le renderei più leggere";-1
"Sono necessarie piste ciclabili separate dai marciapiedi; sono necessarie maggiori manutenzioni alle bici; troppo spesso si trovano stazioni vuote o piene";-1
mettere più stazioni anche più decentrate;0
SI DOVETE RIPRISTINARE LA STAZIONE DI LARGO AUGUSTO. ERA COMODISSIMA. PIù CONTROLLI IN PIAZZA S.STEFANO (STALLI A VOLTE PIENI);0
Spostare più velocemente le bici in orario di punta dalle zone dove le stazioni sono piene;0
Ampliamento stazioni in periferia;0
Bastonare nelle gengive gli utenti che sgonfiano le ruote perché le ritengono più confortevoli...;0
maggior attenzione alla manutenzione delle bicie più solerzia nelle zone ad alto utilizzo a riempire o svuotare le stazioni;1
Se possibile sarebbe bello avere le stazioni presenti anche oltre la circonvallazione esterna;1
Aumentare gli stalli nelle zone periferiche, oltre la circonvallazione esterna;-1
renderlo utilizzabile anche la notte, e prima delle 7 del mattino;1
Molto spesso la mattina non ci sono stalli liberi per lasciare la bicicletta nelle stazioni San Babila/borgogna;-1
UNA MAGGIORE DISPONIBILITA' DELLE BICI IN PIAZZA SAN BABILA;1
"1 prestare attenzione alla pressione degli pneumatici, spesso sgonfi; 2 potenziare il servizio di rilocazione/smistamento delle biciclette negli orari di punta (spesso in centro gli stalli sono pieni, rendendo difficile il rilascio della bicicletta)";-1
migliorare la manutenzione delle bici (soprattutto per i cambi) e la distribuzione stalli.;0
inviare mappa dei posteggi aggiornata via mail agli abbonati;1
Vi pregherei solo di fare un pò più di revisioni alle bici in uso (se possibile). Grazie;1
CREARE DELLE CORSIE PREFERENZIALI NELLE STRADE ED ELIMINARE IL PAVE';-1
Il grasso sul montante della sella sporca;-1
MAGGIORE MANUTENZIONE ALLE BICI;1
impementare zona ovest periferica;0
il cambio spesso non funziona. Davanti al tribunale la stazione è SEMPRE piena.;-1
"LA PRESENZA DI STAZIONI IN CENTRO (ZONA VIA SAN PAOLO, MEDA, PALAZZO MARINO) E' DIVENUTA DEL TUTTO INSUFFICIENTE IN SEGUITO ALL'AMPLIAMENTO DEL SERVIZIO IN PERIFERIA. NEL PERIODO DI PUNTA AL MATTINO H 9-10, NONOSTANTE IL SERVIZIO RIEMPIMENTO-SVUOTAMENTO, LE STAZIONI SONO PUNTUALMENTE SEMPRE PIENE; LA SERA DOPO LE 20 NON SI TROVANO PIù BICI IN CENTRO.   IN QUESTO MODO SI IMPEDISCE A CHI UTILIZZA LA BICI PER ANDARE A LAVORO DI PROSEGUIRE L'USO ASSIDUO. IO PERSONALMENTE ORMAI ,IN PRIMAVERA-ESTATE, UTILIZZO BIKEMI SOLO PER SPOSTAMENTI RESIDUALI E NON PER ANDARE A LAVORO A CAUSA DI QUESTI PROBLEMI.  OLTRE AD ALMENO UN RADDOPPIO/TRIPLICAMENTO DEGLI STALLI IN CENTRO E SERVIZIO PIU RAPIDO AL MATTINO, POTREBBE ESSERE UTILE CONSENTIRE IN QUESTI CASI, IN MODO SEMPLICE, ALL'UTENTE DI LEGARE LA BICI A UN PALO E PROVVEDERE NELLE ORE SUCCESSIVE (ALMENO IN PAUSA PRANZO) A RICOLLOCARLA NEGLI STALLI, SENZA PENALI NE COMPLICATI CONTATTI INFRUTTIFERI COL CALL CENTER!";1
ottimo servizio, aggiusterei di più le bici nell'ingranaggio della pedalata, e aumenterei i parcheggi sino ai nodi di periferia più frequentati, es. P.le Corvetto;1
implementare il più possibili le stazioni e quindi le biclette ad esempio  vicino a P.le Loreto, stazione Lambrate;0
continuate ad aumentare il numero di stazioni;1
migliorare l'efficienza delle bici....spesso mi capita di prenderne molte difettose.;0
mettete delle stazioni in periferia!;0
Controllare più spesso il buon funzionamento delle bici, introdurre una modalità di segnalazione delle biciclette mal funzionanti oltre all'eventuale ma inutile segnalazione al call center. Creare un'applicazione per smartphone;-1
estendere stazioni verso nord via farini-maciachini;0
Dovrebbero esserci più postazioni bici in ogni stazione per evitare che negli orari di punta non ci sia posto e si è costretti a cercare la stazione successiva a volte arrivando tardi a lavoro o appuntamenti.;0
migliorare manutenzione stalli;0
estendere il servizio almeno alla circonvallazione esterna;0
Biciclette troppo pesanti e spesso il cambio non funziona bene;0
"Il principale problema consiste nel fatto che molto molto spesso si trova una stazione completamente piena di bici e quindi bisogna cercare un'altra stazione; spesso, in centro zona università studi statale le stazioni piene sono anche tre comunicanti; in certi casi bisogna migliorare la rotazione delle bici per lasciaRE IN OGNI STAZIONE ALCUNI POSTI LIBERI: lavorare su questo è il miglior modo di promuovere il servizio";-1
Diminuite il tempo di attesa tra quando si lascia una bici e se ne prende un'altra, se devo fare un tragitto lungo devo attendere 10 minuti.;-1
Sarebbe bello avere una app (non quella dell'ATM che crasha sempre) su cui controllare stazioni, bici disponibili, percorsi e segnalare le bici guaste (tante!!!);0
Per poter godere del piacere di andare in bicicletta abbiamo bisogna di tante piste ciclabili! Grazie comunque del servizio che ci avete dato.;1
maggiore attenzione al mantenimento dei mezzi, ruote sgonfie cambi non sempre funzionanti etc;1
piste ciclabili ma soprattutto zone 30. E estensione alla periferia;0
PIU' MANUTENZIONE ALLE BICICLETTA (SOSTITUZIONE CAMBIO- CHIAVI DEL LUCCHETTO);0
più manutenzione, bici e stazioni sono in progressivo degrado;0
"Il servizio ha molti limiti rispetto per esempio all'analogo di Parigi: 1. non si può scegliere la bici (così capita a volte di doverne utilizzare una rotta); 2. Le cose bisogna sempre farle all'italiana: a Parigi un turista con carta di credito può farsi un giro in bici. Qui è necessario l'abbonamento. Questo disincentiva non solo chi è di passaggio a Milano ma anche persone come me che avrebbero potuto farlo prima ma non avevano voglia di fare tutta la procedura e aspettare la tessera. E' necessaria maggiore FLESSIBILITà.";1
il servizio sarebbe perfetto se le bici si potessero utilizzare 24H tutto l'anno!!!;1
allargare la copertura di stazioni di prelievo fuori dalle mura spagnole;0
MAPPA WEB DI FACILE USO PER SAPERE SE TROVERO' UNA RASTRELLIERA IN PROSSIMITA' DELLA DESTINAZIONE FINALE ALTRIMENTI PARTO MA NON SO DOVE LA LASCERO';1
Quando le biciclette vengono spostate, almeno periodicamente, dovrebbe esserci un controllo delle condizioni di funzionalità (luci, marce..);-1
io vengo da fuori milano e mi sorprende che molti miei clienti milanesi mi chiedano incuriositi come funzioni: quindi forse andrebbe pubblicizzata maggiormente per contribuire a ridurre il traffico delle auto.;1
segnalazione guasti più veloce ed immediata. magari già al momento in cui si deposita la bici;0
Sarebbe utile uno specchietto retrovisore (civiltà della gente permettendo) perchè con il traffico che c'è si rischia molto durante la svolta ma soprattutto nel superare le auto in doppia fila!;1
bene per la futura bici elettrica, ma che si possa portare un passeggero (figlio a scuola);1
Migliorare il servizio di scarico / carico postazioni. Troppo spesso in cadorna fatico a trovare Bike la mattina - lasciare Bike la sera perdendo il tempo guadagnato grazie al movimento in bike;-1
Alcune bici sono troppo scomode, ci dovrebbero essere più piste ciclabili;-1
Aumentate le stazioni (Fiera Amendola e De Angeli nel mio caso);1
Troppi disservizi nei riagganci, negativo il non alert x scadenza abbonamento o problemi carta di credito;-1
tutto ottimo! unico commento sarebbe di aumentare il servizio bikemi in zona duomo la mattina in quanto le stazioni sono spesso piene.;0
Portate fuori dalla cerchia dei bastioni e verso la zona piazza firenze e cimitero maggiore le stazioni;1
Lo stallo fuori dalla stazione di Milano Porta Garibaldi è fondamentale!!! Mettetelo al più presto!!! Migliorate i controlli alle biciclette e le riparazioni: 2 bici su 3 hanno dei malfunzionamenti (ruote sgonfie, cambio non funzionante, sella che si muove, ecc);-1
introdurrei la possibilità di segnalare nelle stazioni le biciclette con dei guasti in modo da farle uscire dal circuito e permettere di aggiustarle;1
Dovreste prevedere la possibilità di aggiungere su un'unica tessera atm più servizi. Non mi piace avere troppe tessere nel portafogli e con l'abbonamento ai mezzi sono due le tessere che atm mi ha dato;1
Ritengo opportuno curare maggiormente la manutenzione delle biciclette: troppo spesso hanno guasti che ne rendono faticoso l'utilizzo (gomme sgonfie, cambio guasto, ecc);0
La stazione 69 non funziona;0
Migliore manutenzione delle bici. Sia il semplice gonfiaggio dlle ruote che il controllo periodico dei cambi e dei pedali.;1
DIFFONDERE ANCORA DI PIU' I PUNTO DI PRELIEVO DELLE BICICLETTE;0
Il servizio di deposito bici presso le stazioni funziona male e non sembre la bicicletta viene accettata correttamente.;0
continuate così;1
migliorare la viabilità ciclistica con piste ciclabili ma anche strade/zone a velocità ridotta (30km/h), tolleranza 0 auto in seconda fila (pericolose per le bici);1
Talvolta il cambio delle bicilette è un po' difettoso (il rapporto salta in continuazione). Personalmente, comunque, trovo il servizio efficiente ed efficace. Il binomio bike e car sharing rende la mobilità in centro a Milano moderna e realmente europea. L'auspicio è che ci possano essere sempre più stazioni e piste ciclabili. L'unico suggerimento concreto che mi viene da dare è: differenziate i costi nelle giornate festive, portando il periodo di uso gratuito della bicicletta a un'ora. Grazie. Continuate così!;1
spesso non riesco a lasciare la bicicletta in quanto le stazioni sono piene;-1
In un paio di occasioni mi è capitato di aver riscontrato un problema sulla mia bicicletta dopo averla sganciata dalla rastrelliera e di averla quindi resistuita entro un paio di minuti nella stazione da cui l'avevo prelevata. dopo aver contattato il numero verde mi è stato detto che per come è fatto il software avrei dovuto attendere dieci minuti per poter prendere una nuova bici: si potrebbe risolvere questo problema vistoche in una situazione del genere la bicicletta non viene utilizzata?  Grazie;-1
"Trovo faticoso prelevare e consegnare la bicicletta che é pesante; inoltre é scomodo l'aggancio.";-1
delimitare - ove lo spazio lo consente- una pista ciclabile in zona pedonale  (corso Vitt Emanuele,  via Dante, piazza Duomo e Scala...);0
attivare durante la notte (FONDAMENTALE), mettere a posto le marce!!! Cambiare il sistema di aggangio (è di una scomodità estrema);-1
Consiglio già dato: incentivare la segnalazione di problemi alle bici. La mail fa perdere tempo, meglio un app oppure un sistema per segnalare alla colonnina appena riposta la bici. Manutenzione più efficace (oggi non lo è) perché mirata e senza costi aggiuntivi;1
controllate con più attenzione le singole biciclette...molto frequentemente hanno problemi di freni o di sicurezza! Grazie cmq del servizio!;0
razionalizzare la localizzazione delle stazioni in alcune zone semicemtrali sonod el tutto assentie in centro spesso ridondanti;-1
La manutenzione delle bici deve essere più performante: spesso prendo la bici con gomme sgonfie/bucate.;-1
Migliorare la manutenzione delle biciclette, troppo spesso si trovano mezzi rotti o inutilizzabili (sellini non bloccati, pedali mancanti etc));-1
dovrebbe essere inserita la possibilità di segnalare le bici con malfunzionamenti;0
Uso Bike me circa 4 volte a settimane e almeno la metà delle volte la bici ha dei malfuzionamenti, soprattutto nel cambio.;0
le bici non sono comode (manubrio troppo pesante) spesso la pedalata non è fluida (ci sono degli scatti) e i pedali nn fissati bene. Ma il problema vero è la mancanza di una viabilità per le bici. Cmq Ottimo servizio;1
inserire stazioni più fuori rispetto al centro: ogni uscita della metro dovrebbe avere la sua stazione. Biciclette pesanti, rendono difficile l'utilizzo alle donne;1
riparare le biciclette con più frequenza, in particolare il cambio;0
Intensificare i trasferimenti da una postazione all'alltra per evitare che l'utente non trovi posto per restituirla;-1
Allargare la rete in città!!;0
"aggiungere una segnalazione manuale sulla palina in cui l'utente possa dire: \\"" la bici X è rotta""";-1
è necessario migliorare la manutenzione delle bici, in particolare cambio, freni e selle e pressione ruote;1
Il cambio delle biciclette dovrebbe essere controllato di più, spesso non è possibile cambiare marcia, e le manopole del manubrio dovrebbero essere fatte di materiali che non lasciano residui;-1
fate finalmente un APPLICATION per i smartphone per trovare la prossima stazione e sapere se ci fosse biciclette o spazi liberi. Poi bisogna un numero verde DIRETTO per segnalare quando le biciclette hanno dei problemi. bisogna fare almeno alcune stazione fuori dei cicuiti della seconda circonvalazione.SOno tutte in centro ( anche trooppi ) ma non ci si arriva ne anche giu il naviglio ( tipo pestalozzi ) dove sono tutti giovanni che la vogliono utilizzare. nessuno vuole utilizziare la bici e dopo i mezzi. allora diventa troppo costoso e complicato. Buon lavoro.;0
dovrebbero essere utilizzabili  anche oltre la mezzanotte, quando la metropolitana è chiusa;0
Più Controllo Manutentivo, spesso si preleva una bici e si scopre ruota/e quasi sgonfie, faticosissimo con quelle bici pesanti. Manopole: mi hanno causato due cadute, scivolano via dal manubrio in curva. Serrarle bene!;-1
"migliorare decisamente la manutenzione (spesso la pedalata \\""slitta\""\"", alcune sono molto dure, alcune non hanno più l'elastico ferma-pacchi, ecc.) ed aumentare le stazioni anche verso zone più periferiche ma intensamente frequentate (es. piazza abbiategrasso dove c'è un grosso polo scolastico o nei pressi di alcuni ospedali come la Macedonio Melloni o il San Paolo))""";-1
la gestione del servizio sta peggiorando molto, nell'ultimo periodo si trovano spesso o stazioni vuote o stazioni piene. rivedere la società che gestisce lo spostamento delle bici tra le varie stazioni.;-1
"Ampliare la distribuzione dei parcheggi fuori dalla \\""mura spagnole\""\"", a cominicare dalle stazioni, uffici pubblici e altri luoghi di interesse pubblico.""";0
"Le biciclette sono spesso mal funzionanti, con i sellini mal fissati perchè il blocco era rotto, pedali molto \\""duri\""\"" da muovere e ruote sgonfie (almeno il 50% delle volte in cui l'ho usata). Il meccanismo per prelevare la bicicletta è un po' scomodo perchè bisogna fare molta forza per inserirla e per prelevarla. Usare la bicicletta a milano rimane comunque un rischio, necessarie piste ciclabili!! Infine mi piacerebbe poter \""\""parcheggiare\""\"" la biciletta senza dover aspettare 10 minuti per prenderla nuovamente, ad esempio nel caso di piccole commissioni (sempre utilizzando il mezzo non più di 2 ore in totale).""";-1
Prolungare la possibilità di usare il servizio senza limiti di orario di notte come il sistema Velib a parigi. Spesso ho problemi ad inviduare slot liberi in centro per depositare la mia bicicletta in orari di punta quindi bisognerebbe gestire meglio la ridistribuzione delle biciclette.;-1
non si è certi di trovare parcheggio in tutte le stazioni, bisognerebbe fare un applicativo su smartphone per avvertire quali parcheggi sono pieni;-1
Piste ciclabili anche fuori dal centro, per esempio viale monza.;0
ne approfitto saltuariamente perchè spesso in stazione centrale non trovo posto per depositarla;-1
mi è capitato di usarla la sera e di non trovare posto in nessuna delle stazioni vicine a casa. Aggiungerei un'altra stazione di Bikemi vicino a piazza Gae Aulenti. vi;0
io sono uno dei vostri fans, il servizio clienti è ottimo e mi hanno aiutato in piu di un occasione. inoltre mi son sempre trovato molto bene con voi!;1
in riferimento ai modelli con impugnature del manubrio non ergonomiche (nere con losanghe in rilievo) dopo la pioggio l'acqua che si insinua sotto l'impugnatura la fa sciovalare costituendo un serio pericolo a causa della perdit improvvisa di presa sul manubrio.;-1
Voorei che ci fossero stazione oltre la cerchia dei navigli(via ripamonti)vorrei che non avessere le marce che non funzionano mai e rendono la bici pericolose;-1
Consiglierei un migliore monitoraggio delle stazioni che sono spesso o piene zeppe o completamente vuote;-1
No;0
Sarebbe bello avere più stazioni (es: piazza firenze) e poter utilizzare il servizio anche dopo mezzanotte.;1
Assolutamente sarebbe comodissimo se il servizio fonzionnava anche dopo mezzanote o 24/7.;1
e' fondamentale proseguire la diffusione delle rastrelliere e delle biciclette, per consentirne una diffusione ed un utilizzo maggiore in modo da migliorare la vivibilità nella zona semicentrale;1
stalli biciclette anche in zone esterne al centro (ad esempio viale brenta-plecorvetto, ove e' presente una pista ciclabile che arriva sino a ptaromana);-1
spesso le aree di presa/riconsegna in centro sono piene.rimuovere le bici con più frequenza;-1
Ci sono molte stazioni, quindi dovrebbe essere prolungato l'utilizzo dai 30 ai 45 minuti;0
più assistenza di manutenzione delle bici;0
Aggiungere una modalità per segnalare guasti direttamente dalla colonnina;-1
servono assolutamente  le piste ciclabili, ora è un avventura pericolosa usare il servizio BikeMI;0
Servizio ottimo. Unico reclamo la mancanza di una rastrelliera all'uscita della stazione porta garibaldi. La stazione vicina (XXV aprile) è spesso troppo piena per depositare la bicicletta.;-1
Creare un database, magari anche per app mobile. dove ogni iscritto può segnelare in tempo reale se la bicicletta(numero) è rotta o ha dei problemi;-1
Qualche rastrelliera in più e biciclette un po' più leggere;0
AGGIUNGERE LE POSTAZIONI OLTRE LA TERZA CERCHIA E CMQ GRAZIE PER IL SERVIZIO CHE OFFRITE;1
sviluppare una app che permetta di controllare in tempo reale, la presenza o meno di biciclette e, saprattutto, la presenza di slot liberi per poterle consegnare;1
Dovreste trovare il modo di poter segnalare i guasti quando si riconsegna la bicicletta;0
Aumentare il numero di stazioni anche oltre i bastioni;0
Integrare l'abbonamento a BikeMi con altri abbonamenti per i pendolari (IoViaggio in Lombardia);1
Avanti così, più cura nella manutenzione delle biciclette e più stazioni verso la periferia;1
Aumentare fin dove possibile le piste ciclabili;1
il sistema di prelievo/consegna richiede uno sforzo per sollevare le bici pesanti.  un diverso sistema di aggancio ad es. in orizzontale invece che dall'alto aiuterebbe.;1
esiste un app per localizzare la stazione bike-mi più vicina, e sapere se ci sono biciclette o posti disponibili?;1
l'orario di apertura del servizio alle 7.00 non é sufficiente per un turnista.sarebbe meglio le 6.00;1
non sopporto l'idea che di notte il servizio non funziona. Proprio quando non ci sono mezzi pubblici si dovrebbe fare affidamento al servizio;1
"bici più brutte ma più leggere e \\""usabili""";-1
Bisognerebbe evitare che le stazioni vnegano completamtne svuotate o completmente piene, soprattutto nella stazioni di porta Garibaldi;-1
maggior manutenzione alle biciclette, alcune sono veramente inservibili.;1
Queste Bici sono come sono. Per me pero sono troppo pesante e poco manegevoli. Sono poco Bici e più Trattori, scusate !;-1
La manutenzione è insufficiente soprattutto per quanto riguarda i freni;0
servono più stazioni bike mi;0
Bici più leggere e funzionanti: pedalare le vostre è spesso una fatica;-1
Il cambio di rapporti non è utile e spesso salta;1
no;0
quando si chiama il numero verde i primi minuti spesi nel menu' dell'ATM sono molto irritanti. ci vogliono piu' stazioni piu' piccole e piu' frequenti;-1
sono necessarie le piste ciclabili, almeno nei tratti ad alto traffico auto;0
maggior disponibilità presso stazioni;1
Consiglio di gonfiare più spesso le gomme / controllare meglio lo stato delle biciclette;-1
A proposito dell'eventuale introduzione di biciclette elettriche, potreste differenziare gli abbonamenti per chi intende usarle (e pagare di più) e chi no;0
maggior manutenzione alle bicicletto soprattutto per quanto riguarda le luci. più colonne nei pressi delle stazioni ferroviarie perchè spesso non c'è l'addetto a liberare gli stalli occupati;0
Non tutte le stazioni sono ottimizzate, in Piazza Lima spesso non si trova parcheggio o non sono presenti biciclette. Suggerisco di aumentare gli slot presenti.;-1
"Migliorare le biciclette (più leggere e con rapporti più comodi); integrare seggiolini portabambini";1
La terza marcia non è fluida e scatta. Ho notato che il personale BikeMi preleva le biciclette dai furgoni con poca cautela.;-1
Sarebbe bello avere le bici a disposizione H24;1
Aumentare l'orario di copertura notturno, non capisco le ragioni per cui di notte non e' attivo il servizio;0
Occorrono stazioni a bovisa politecnico;0
Stazioni BikeMi più diffuse (totalmente assenti in viale Molise!);-1
Trove sempre le biciclette con le gomme  con poca pressione ( si sente ogni asperità della strada ). questa è a mio avviso l'unica nota negativa;0
estendere le stazioni verso la periferia;0
Va incrementato il numero delle stazioni. Talvolta il sistema di controllo (prese/lasciate) non funziona adeguatamente e obbliga a soste forzate di 10'.;-1
aumentare piu che linearmnete le stazioni di deposito rispetto alle bici;1
Maggior attenzione alle stazioni ubicate nei luoghi di maggior richiesta di utenza (Stazione Centrale, Università);1
Quasi tutte le biciclette hanno il cambio che con le marce dure funziona male... sistemateli! Attivate il servizio di notte. Espandere la rete, e mettete una stazione a Porta Garibaldi lato Corso Como!!;-1
Mi piacerebbe che ci fossere più stalli, soprattutto nelle zone limitrofe alla cerchia dei bastioni;0
maggiori stazioni, anche oltre la cerchia, più verso la periferia;1
Migliorare la manutenzione delle biciclette, a parte questo sposo appieno la mission di BikeMi;1
Le sere del Giovedi e nel weekend in zona Ticinese/Navigli/Darsena/San Gottardo e' praticamente IMPOSSIBILE depositare la bicicletta nelle 7-8 stazioni in zona, perche' le stazioni sono tutte piene e non vengono svuotate con efficienza. Le stazioni in questa zona vanno svuotate piu' frequentemente!!!!!;1
Aumentare per quanto possibile gli stalli anche al di fuori del centro (Piazza Firenze, V.le Certosa);-1
iniziare a riempire di postazioni anche le aree fuori dalla cerchia e monitorare meglio i parcheggi pieni;1
Se possibile bici più leggere e maneggevoli e, mancano le bici a Porta Garibaldi !!!;0
Il servizio dovrebbe funzionare 24h, come in tutte le grandi città europee. Il momento in cui è più indispensabile è proprio la notte, quando uno esce e ci sono pochi mezzi per tornare a casa. La scelta di far terminare il servizio a mezzanotte è veramente infelice ed incomprensibile. Per le meno, potrebbe durare fino alle 2 del mattino, sarebbe il minimo. Per il resto, sono abbastanza soddisfatta del servizio, a parte qualche disservizio ogni tanto quando si consegna la bici, ma il servizio clienti è sempre molto disponibile. Un consiglio sarebbe di estendere sempre di più l'area di copertura di Bikemi, e soprattutto di iniziare a pensare a fare piste ciclabili, perché la situazione sta diventando impossibile, tra macchine che corrono e pavé.;0
troppi cambi rotti !!!!!!;-1
sarebbe utile avere delle stazioni anche a distanza maggiore le une dalle altre, ma che coprano anche le aree della città oltre la prima cerchia..;1
fatelo anche nell'hinterland e mettete stazioni anche in periferia;0
Aumentare le stazioni e riparare le biciclette rotte;-1
Le biciclette devono avere una manutenzione più efficiente. Il cambio rapporto è quasi sempre desincronizzato. Inoltre sono molto pesanti.;1
Le piste ciclabili sono necessarie soprattutto nelle aree centrali dove è troppo rischioso pedalare sul pavè a ridosso dei binari del tram e si è costretti a invadere i marciapiedi. Inoltre ogni stazione della metro dovrebbe avere una stazione bikemi.;-1
Riparate subito le biciclette rotte (troppo spesso trovo le bici con cambio non funziona, sedile che non si ferma), e poi allungate il servizio fino alle 2 di notte(Taxi e' troppo costoso);-1
spesso nelle zone più centrali ho avuto problemi a lasciare la bici perché le stazioni erano tutte piene;-1
fate manutenzione e curate che le stazioni non siano o vuote (quando occorre prelevare) o piene (quando si restituiscono);0
aumentate il numero di stazioni e migliorate l'app sui dispositivi mobili;1
fate un'app che sia aggioranta effettivamente in tempo reale con gli stalli disponibili;0
Possibilità di prenotare una bicicletta tramite la App e sempre tramite App segnalare eventuali malfunzionamenti della bici presa in prestito.;-1
TROVO SPESSO LE RASTRELLIERE VUOTE;-1
migliorate la manutenzione delle bici e estendete il servizio alle 24 ore;1
piu manutenzione, anche se ultimamente x motivi di salute utilizzata poco.;1
Se si dovesse decidere di cambiare biciclette, farle più leggere e più stabili (la canna bassissima rende impossibile tenere la bicicletta in equilibrio senza l'uso delle mani). Segnalare meglio gli stalli (in zone di Milano che non conosco non so proprio dove cercarli. Basterebbe della segnaletica stradale.;1
La bicicletta è molto pesante. Le piste ciclabili sono troppo poche.;0
Le biciclette sono troppo pesanti e spesso danneggiate, soprattutto nel cambio.;-1
Il prelievo e deposito delle bici e un po faticoso. Tra qualche anno non c'è la faro piu;-1
bravissimi!;0
Servizio già apprezzabile, ma migliorabile guardando ad altre città europee.;1
cercare di estendere le piste ciclabili facendo pressione sul comune;-1
AUMENTARE LE STAZIONI IN ZONE PI√ö PERIFERICHE;0
Purtroppo non utilizzo più il servizio perchè la stazione dove devo lasciare la bici (via Cusani) al mattino è sempre piena e non posso riconsegnare la bici. Anche le altre stazioni nei pressi di Cusani, oltre a esser lontane dalla mia meta finale, sono spesso piene e l'unica con posti liberi è Cairoli. Però... prendo la bici in Cadorna arrivo a Cusani e poi devo tornare indietro a Cairoli per lasciarla! Non ha senso... Personalmente non sono soddisfatta del servizio. Ho già segnalato la problematica, ma mi è stato detto che non è possibile risolverla.;-1
stazione in piazza de angeli per coprire meglio zona ovest della città e interscambio con metro/bus/tram;1
cercare un modo più veloce per sbloccare la tessera (es mail, app,sms);1
Estendere il servizio alle zone periferiche;0
piu' manutenzione per le bici;0
miglior manutenzione delle biciclette. Facilità di rilascio bicicletta, troppo spesso stazioni piene;1
Quasi sempre gli stalli del centro sono pieni e non è possibile riporre la bici. Due ore di tempo sono troppo poche per riprovare a posizionarle attendendo una pausa dal lavoro;0
controllare più spesso le gomme sgonfie;-1
LE BICI A VOLTE SONO ROTTE E A CADORNA ALLA MATTINA NELL'ORA DI PUNTA MANCANO LE BICI MOLTO SPESSO;-1
piu' piste ciclabili;0
spesso le bici hanno qualche cosa che non va. A volte non è possible lasciare la bici in porta venezia perche piena.;-1
Aumentare le stazione bikemi e il servizio di prelievo. Integrare l'abbonamento all'abbonamento mezzi atm.;1
sarebbe interessante avere un'applicazione che unisca bike e car sharing;0
Maggior controllo sul funzionamento del mezzo (tipiche sono le ruote sgonfie) e problemi di rilascio alle colonnine;0
Presso le stazioni andrebbero rese disponibili mappe delle altre stazioni raggiungibili nel raggio di circa 2 km;1
Maggiore attenzione alla manutenzione delle bici;1
Apertura 24/24h;1
VIAGGIARE IN BICI A MILANO CON COSì POCHE PISTE CICLABILI è PERICOLOSO. VORREI CHE SI ALLARGASSE IL CERCHIO DI UBICAZIONE DEGLI STALLI (ES. CENTRO SERVIZI BPM IN VIALE BEZZI/VIA MASSAUA);-1
aumentate le piste ciclabili;0
MANTENERE LE BICICLETTE EFFICIENTI;1
Verificare più spesso i freni e la pressione delle gomme;0
Migliorare il sistema di restituzione, spesso non registra la bici riconsegnata e quindi si avvia l'anomalia.;-1
